#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605051596.102312,1605051596.539808,0.435,0.217,0.065
1605051596.554436,1605051596.963909,0.407,0.239,0.049
1605051596.975951,1605051597.385283,0.407,0.233,0.048
1605051597.400484,1605051597.817793,0.415,0.242,0.045
1605051597.830635,1605051598.242007,0.409,0.231,0.042
1605051598.257448,1605051598.687592,0.427,0.243,0.033
1605051598.703227,1605051599.113512,0.407,0.212,0.061
1605051599.129813,1605051599.552740,0.420,0.227,0.049
1605051599.566421,1605051599.979255,0.410,0.227,0.052
1605051599.996002,1605051600.413732,0.415,0.231,0.056
1605051600.427863,1605051600.879500,0.449,0.231,0.042
1605051600.894895,1605051601.309704,0.412,0.230,0.041
1605051601.324235,1605051601.762249,0.436,0.217,0.061
1605051601.780437,1605051602.214711,0.431,0.228,0.060
1605051602.229826,1605051602.671738,0.439,0.239,0.035
1605051602.688151,1605051603.097290,0.407,0.247,0.034
1605051603.112896,1605051603.592670,0.477,0.227,0.057
1605051603.608954,1605051604.009004,0.398,0.233,0.046
1605051604.025226,1605051604.450311,0.423,0.244,0.038
1605051604.470475,1605051604.874404,0.401,0.221,0.063
1605051604.891296,1605051605.301660,0.408,0.256,0.029
1605051605.322266,1605051605.751618,0.427,0.236,0.050
1605051605.769027,1605051606.201768,0.430,0.236,0.046
1605051606.224155,1605051606.719125,0.492,0.240,0.045
1605051606.737578,1605051607.148504,0.409,0.225,0.054
1605051607.170614,1605051607.575952,0.403,0.243,0.040
1605051607.594448,1605051608.028532,0.432,0.224,0.063
1605051608.047501,1605051608.458579,0.409,0.203,0.069
1605051608.477857,1605051608.889718,0.409,0.219,0.054
1605051608.913049,1605051609.322658,0.407,0.216,0.061
1605051609.342377,1605051609.788197,0.443,0.220,0.059
1605051609.808455,1605051610.209950,0.399,0.224,0.056
1605051610.230363,1605051610.643084,0.410,0.218,0.067
1605051610.668305,1605051611.092680,0.421,0.235,0.036
1605051611.113977,1605051611.572100,0.456,0.223,0.059
1605051611.593550,1605051612.015927,0.420,0.240,0.032
1605051612.037803,1605051612.447707,0.407,0.226,0.055
1605051612.474702,1605051612.902995,0.426,0.210,0.069
1605051612.925400,1605051613.367611,0.440,0.230,0.045
1605051613.390277,1605051613.802614,0.410,0.237,0.044
1605051613.825559,1605051614.262716,0.435,0.228,0.044
1605051614.290422,1605051614.730050,0.437,0.223,0.058
1605051614.754069,1605051615.165059,0.408,0.235,0.041
1605051615.191127,1605051615.604695,0.411,0.219,0.063
1605051615.629259,1605051616.052500,0.421,0.240,0.040
1605051616.082348,1605051616.490931,0.406,0.222,0.048
1605051616.516085,1605051616.935545,0.417,0.216,0.048
1605051616.960888,1605051617.399832,0.437,0.205,0.069
1605051617.431477,1605051617.836813,0.402,0.218,0.067
1605051617.868732,1605051618.269560,0.398,0.211,0.064
1605051618.296106,1605051618.699431,0.401,0.243,0.028
1605051618.726205,1605051619.114457,0.386,0.212,0.070
1605051619.141666,1605051619.545078,0.399,0.244,0.024
1605051619.578811,1605051619.968622,0.386,0.220,0.052
1605051619.996495,1605051620.433650,0.435,0.217,0.064
1605051620.466512,1605051620.915789,0.446,0.253,0.032
1605051620.944801,1605051621.377897,0.431,0.227,0.047
1605051621.409897,1605051621.846941,0.435,0.233,0.047
1605051621.876645,1605051622.288879,0.410,0.226,0.054
1605051622.319091,1605051622.732091,0.411,0.216,0.055
1605051622.762218,1605051623.164306,0.400,0.229,0.048
1605051623.201027,1605051623.607774,0.404,0.245,0.036
1605051623.638920,1605051624.061037,0.420,0.204,0.066
1605051624.092876,1605051624.489225,0.394,0.218,0.055
1605051624.521591,1605051624.929244,0.405,0.222,0.046
1605051624.967986,1605051625.408074,0.437,0.213,0.072
1605051625.447681,1605051625.850993,0.401,0.227,0.050
1605051625.884497,1605051626.279982,0.393,0.227,0.057
1605051626.313687,1605051626.737551,0.421,0.226,0.050
1605051626.771461,1605051627.173064,0.399,0.211,0.078
1605051627.207453,1605051627.610765,0.401,0.203,0.079
1605051627.645599,1605051628.051001,0.403,0.221,0.054
1605051628.086097,1605051628.520700,0.432,0.229,0.060
1605051628.568438,1605051628.987761,0.416,0.223,0.067
1605051629.024636,1605051629.427162,0.400,0.226,0.062
1605051629.464182,1605051629.863450,0.397,0.226,0.061
1605051629.900959,1605051630.305540,0.402,0.233,0.057
1605051630.350832,1605051630.759058,0.406,0.229,0.047
1605051630.797491,1605051631.208507,0.408,0.243,0.040
1605051631.247427,1605051631.796371,0.546,0.246,0.043
1605051631.838966,1605051632.251176,0.409,0.208,0.078
1605051632.297286,1605051632.705426,0.406,0.235,0.048
1605051632.745391,1605051633.162925,0.415,0.213,0.064
1605051633.203269,1605051633.641390,0.436,0.244,0.029
1605051633.681655,1605051634.082956,0.399,0.232,0.057
1605051634.124158,1605051634.524416,0.398,0.215,0.066
1605051634.565315,1605051634.960869,0.393,0.240,0.038
1605051635.001856,1605051635.456442,0.452,0.238,0.037
1605051635.498108,1605051635.894242,0.394,0.203,0.070
1605051635.948951,1605051636.344887,0.393,0.215,0.054
1605051636.387185,1605051636.779386,0.390,0.202,0.070
1605051636.822117,1605051637.245094,0.421,0.219,0.059
1605051637.288952,1605051637.686328,0.395,0.227,0.050
1605051637.736692,1605051638.126456,0.387,0.210,0.077
1605051638.171215,1605051638.573237,0.400,0.230,0.051
1605051638.618369,1605051639.044450,0.424,0.226,0.055
1605051639.090149,1605051639.497273,0.405,0.243,0.031
1605051639.551291,1605051639.937540,0.384,0.214,0.065
1605051639.984038,1605051640.401802,0.415,0.225,0.056
1605051640.448427,1605051640.839103,0.388,0.211,0.063
1605051640.886372,1605051641.292315,0.404,0.221,0.056
1605051641.347378,1605051641.728626,0.379,0.240,0.038
1605051641.778004,1605051642.171300,0.391,0.192,0.081
1605051642.220497,1605051642.623077,0.400,0.221,0.056
1605051642.672391,1605051643.106775,0.432,0.237,0.056
1605051643.170146,1605051643.572224,0.400,0.228,0.057
1605051643.622679,1605051644.023885,0.399,0.236,0.051
1605051644.074892,1605051644.486176,0.409,0.218,0.062
1605051644.537902,1605051644.940286,0.400,0.226,0.057
1605051644.998967,1605051645.448261,0.447,0.208,0.078
1605051645.500792,1605051645.910636,0.407,0.232,0.046
1605051645.963413,1605051646.350729,0.385,0.223,0.055
1605051646.404366,1605051646.811651,0.405,0.223,0.055
1605051646.865526,1605051647.257955,0.390,0.223,0.058
