payload_size,repetition,is_cold,connection_time,start_timestamp,finish_timestamp,request_id
2632592.8421052634,2,0,1.120481,1597957395.301345,1597957400.299916,8fa064c3-8588-41ad-9d36-cda51e406914
2632592.8421052634,3,0,0.547081,1597957413.471482,1597957418.838919,6f0b4dd0-7515-4a75-904e-2456209404e4
2632592.8421052634,4,0,0.614679,1597957426.604358,1597957431.681322,f8135fc1-2282-456c-9e67-39dfb0a4b590
2961538.947368421,0,0,0.574566,1597957442.608749,1597957448.892345,5c6b4427-5eb3-465a-a29b-e7d9c413824f
2961538.947368421,1,0,0.534575,1597957454.41719,1597957459.559168,abfe2484-6fc3-426c-aa0e-33d162ced7b7
2961538.947368421,2,0,0.815302,1597957466.211794,1597957470.864993,a6bc8656-1bd9-4612-9d3c-0c2279d09648
2961538.947368421,3,0,0.487555,1597957479.433946,1597957485.043046,62988853-7224-466a-a93f-fa48805e7cc3
2961538.947368421,4,0,0.456678,1597957491.56416,1597957496.849049,3dc6b446-b2f0-4ce9-86b5-10d6eb78bd5b
3290485.0526315793,0,0,1.019612,1597957501.341083,1597957507.15503,4fc6d650-b76c-4594-9cd4-48684df7a5ee
3290485.0526315793,1,0,0.496962,1597957513.808498,1597957519.56619,f82b9b8e-5261-4821-b345-208190ee93be
3290485.0526315793,2,0,0.607282,1597957528.368272,1597957534.390505,fa49edb1-cb85-4337-9fd1-aa1c13dad684
3290485.0526315793,3,0,0.76322,1597957538.92163,1597957543.788207,831446ff-9343-4bdc-a34d-31b09b9a459f
3290485.0526315793,4,0,0.572542,1597957551.699589,1597957556.945368,3ed3b800-03f4-4d39-b1cc-551d25a6d8d8
3619431.157894737,0,0,0.814185,1597957570.18441,1597957575.357396,f0fa08f1-f7d6-4af3-90be-b18b429b68fb
3619431.157894737,1,0,0.536135,1597957581.207686,1597957587.442034,ff889503-797d-4ec0-84c5-90d9830eca84
3619431.157894737,2,0,0.679872,1597957594.366656,1597957599.565802,5802f049-6d19-49aa-af52-2f0caecc87f8
3619431.157894737,3,0,0.628723,1597957606.395759,1597957612.41366,feed9e27-d0ea-42b0-8562-0f38491d3c98
3619431.157894737,4,0,0.552454,1597957620.896602,1597957625.864269,c243bfd9-7bea-43ef-86bc-386861ed6333
3948377.263157895,0,0,0.489884,1597957631.601612,1597957637.914129,37e6d1a7-dced-49fc-8beb-a3643493dcd8
3948377.263157895,1,0,0.75978,1597957648.421432,1597957654.538676,18874e70-a8d0-4293-917a-a5be880e112e
3948377.263157895,2,0,0.793643,1597957666.456037,1597957676.986414,0f493e59-747e-42a0-9153-b523b5bdc2d2
3948377.263157895,3,0,0.513248,1597957686.861386,1597957693.100625,f9304f91-83c8-4dda-a481-6d45bb69ab0a
3948377.263157895,4,0,0.528114,1597957700.331857,1597957705.975846,53fa76a9-9b78-41d6-a934-d7004f99f2e6
4277323.368421053,0,0,0.568662,1597957713.287525,1597957720.386082,791bcc70-b859-4da8-874d-72811d45afed
4277323.368421053,1,0,0.741587,1597957726.637765,1597957733.137737,2d5dc653-54bb-42b5-ab5c-bc55b880f929
4277323.368421053,2,0,0.687465,1597957741.310716,1597957747.695648,0ee897bf-18b7-4d20-b954-64983c5329cf
4277323.368421053,3,0,0.49176,1597957755.935317,1597957762.036003,c8ed17ae-d789-4928-b859-fc618e347cd5
4277323.368421053,4,0,0.718783,1597957766.55592,1597957773.650346,0df7f741-cfc1-487e-89ee-d64bd5f8c063
4606269.473684211,0,0,0.560285,1597957782.473063,1597957789.446022,ad8d4735-74a7-4237-b91e-8bb481a901b6
4606269.473684211,1,0,0.829479,1597957800.93115,1597957808.787771,fb00a668-3d46-4e22-b809-0bf72dd1d0cf
4606269.473684211,2,0,0.690806,1597957815.091895,1597957822.762041,b5e8206c-7940-4ce9-9d45-b98e985e2ed7
4606269.473684211,3,0,0.612786,1597957837.989839,1597957844.141547,fb33205e-763c-474c-af93-d20232c8d81e
4606269.473684211,4,0,0.582611,1597957851.628417,1597957857.762317,bc211599-29e9-4685-9b33-981a6b006460
4935215.578947369,0,0,0.564417,1597957865.461266,1597957871.874744,7ec01780-a9d7-4c3d-a753-592d9331f001
4935215.578947369,1,0,0.722672,1597957881.322364,1597957888.390179,bfd0ee42-1133-4ff0-b31d-fa20f6ebf7a0
4935215.578947369,2,0,0.578707,1597957893.588669,1597957900.421032,60771c7c-8ed6-4686-bdbd-8db946e70e30
4935215.578947369,3,0,0.487965,1597957906.888098,1597957914.035597,181b58ee-71fe-4792-8c2b-3bdbddbd9a39
4935215.578947369,4,0,0.639939,1597957921.498633,1597957929.346334,f19d1ea7-ad26-454d-8a1a-0875ea2dee86
5264161.684210527,0,0,0.577542,1597957936.058563,1597957943.381153,37a9ff73-9379-4264-b5a3-61387bf8d79c
5264161.684210527,1,0,0.68939,1597957948.021565,1597957954.874234,bf48bdfc-cc4d-4aa6-8a42-af5d586c76fb
5264161.684210527,2,0,1.103797,1597957966.027355,1597957973.974625,28e9c8e8-4a1e-4873-a3ea-d69b84bd7d9a
5264161.684210527,3,0,0.529793,1597957980.928676,1597957987.6584,b459229b-9bef-43b9-94b4-5e177309ac30
5264161.684210527,4,0,0.402835,1597957996.759707,1597958004.736468,c246b0fb-5145-41f7-9765-8fb893a41a6c
5593107.7894736845,0,0,0.725635,1597958012.885523,1597958021.23185,13b85a2c-81f3-43b6-a684-e8680fae2b90
5593107.7894736845,1,0,0.496538,1597958025.27175,1597958032.633057,406b3c64-a507-4216-b4cb-3a34572cda3f
5593107.7894736845,2,0,0.449258,1597958038.860236,1597958045.488972,99165dfc-204d-458e-b013-6abc7d0cc780
5593107.7894736845,3,0,1.140325,1597958052.769826,1597958060.461125,80929c39-5061-4652-8866-8ac534aa8fd5
5593107.7894736845,4,0,0.506563,1597958065.990217,1597958072.891679,39f44fb8-3908-4553-a8fa-f9ffb3e8f5ed
5922053.894736842,0,0,0.674185,1597958079.44128,1597958087.935929,bd2ddc7c-0985-4c59-931a-05724863ebb3
5922053.894736842,1,0,0.680228,1597958093.958272,1597958101.475902,cf1ccdb3-d2e0-4c41-b043-abd6519c43fa
5922053.894736842,2,0,0.514516,1597958108.246059,1597958117.2402,4281c70d-09c5-45f8-949b-4a42bd12b6c8
5922053.894736842,3,0,0.577232,1597958123.737204,1597958132.241758,a3dbfe63-ae92-4c60-9278-5ddb5d53ed24
5922053.894736842,4,0,0.615968,1597958138.537274,1597958147.001138,0e2b3344-b8ea-4e6c-a2a1-9014e6475603
6251000.0,0,0,0.704206,1597958151.753727,1597958160.763044,a8b4cab0-033c-4822-a61c-0deb78a4490e
6251000.0,1,0,0.528344,1597958166.561674,1597958173.971433,9c9f582e-52e2-4e4a-91a7-05e755cc6f9e
6251000.0,2,0,0.721253,1597958179.570177,1597958187.502981,962d8e91-7569-4898-bec6-b283711497dc
6251000.0,3,0,0.513352,1597958195.63902,1597958204.351273,3345510a-7d7f-4a49-aab6-6c258e1debe5
6251000.0,4,0,1.07507,1597958211.55318,1597958219.973493,3260f8d2-56f6-4d69-90de-c3d2e10baeb9
