#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605552878.357541,1605552879.050061,0.690,0.378,0.083
1605552879.080394,1605552879.713046,0.630,0.393,0.067
1605552879.743813,1605552880.558835,0.813,0.365,0.089
1605552880.590119,1605552881.269265,0.677,0.402,0.075
1605552881.301126,1605552881.983182,0.680,0.373,0.088
1605552882.015364,1605552882.739018,0.721,0.408,0.056
1605552882.771526,1605552883.456375,0.682,0.350,0.112
1605552883.489096,1605552884.371402,0.880,0.405,0.062
1605552884.404864,1605552885.620243,1.213,0.383,0.093
1605552885.653903,1605552886.368863,0.712,0.381,0.077
1605552886.402865,1605552887.511436,1.106,0.368,0.101
1605552887.546184,1605552888.204169,0.656,0.383,0.099
1605552888.238913,1605552888.831777,0.590,0.368,0.094
1605552888.866821,1605552889.513395,0.644,0.384,0.068
1605552889.548826,1605552890.160097,0.609,0.364,0.085
1605552890.196369,1605552890.843919,0.645,0.394,0.056
1605552890.880494,1605552891.549175,0.666,0.406,0.064
1605552891.585958,1605552892.295137,0.707,0.391,0.082
1605552892.332263,1605552892.968139,0.633,0.356,0.095
1605552893.005640,1605552893.676008,0.668,0.389,0.073
1605552893.714148,1605552894.360775,0.644,0.387,0.074
1605552894.399437,1605552895.121213,0.719,0.394,0.082
1605552895.160718,1605552895.866326,0.703,0.381,0.082
1605552895.906212,1605552896.628019,0.719,0.380,0.089
1605552896.667938,1605552897.562459,0.892,0.383,0.090
1605552897.602773,1605552898.804831,1.200,0.388,0.065
1605552898.845493,1605552899.507251,0.659,0.330,0.117
1605552899.548709,1605552900.336339,0.785,0.393,0.057
1605552900.377601,1605552900.984219,0.604,0.412,0.054
1605552901.026048,1605552901.783143,0.755,0.378,0.089
1605552901.825528,1605552902.673216,0.845,0.399,0.082
1605552902.715870,1605552903.474205,0.756,0.375,0.082
1605552903.517301,1605552904.342214,0.822,0.367,0.079
1605552904.386217,1605552905.101289,0.712,0.389,0.079
1605552905.145505,1605552905.827028,0.679,0.377,0.089
1605552905.871557,1605552917.222381,11.348,0.368,0.072
1605552917.267641,1605552918.025183,0.755,0.400,0.071
1605552918.070710,1605552918.713214,0.640,0.367,0.096
1605552918.758963,1605552919.376499,0.615,0.371,0.078
1605552919.422717,1605552920.234479,0.809,0.376,0.075
1605552920.281519,1605552921.072827,0.789,0.365,0.084
1605552921.120460,1605552921.877571,0.755,0.369,0.089
1605552921.925828,1605552922.587988,0.660,0.380,0.084
1605552922.636160,1605552923.319900,0.681,0.383,0.083
1605552923.368810,1605552924.008027,0.637,0.396,0.065
1605552924.056968,1605552924.715686,0.656,0.387,0.069
1605552924.765513,1605552925.428867,0.661,0.404,0.040
1605552925.479332,1605552926.149625,0.668,0.379,0.059
1605552926.200128,1605552926.909942,0.707,0.397,0.042
1605552926.961425,1605552927.649888,0.686,0.394,0.055
1605552927.701846,1605552928.532810,0.828,0.390,0.081
1605552928.585213,1605552929.283637,0.696,0.381,0.070
1605552929.336619,1605552930.071059,0.732,0.337,0.114
1605552930.124560,1605552930.852592,0.725,0.362,0.092
1605552930.906261,1605552931.521274,0.613,0.392,0.049
