#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605054611.099660,1605054613.886823,2.781,1.576,0.508
1605054613.902658,1605054616.659747,2.751,1.587,0.488
1605054616.675693,1605054619.436053,2.751,1.551,0.514
1605054619.452913,1605054622.136577,2.678,1.508,0.529
1605054622.154023,1605054624.902145,2.742,1.526,0.526
1605054624.919649,1605054627.665887,2.740,1.537,0.549
1605054627.683386,1605054630.419554,2.730,1.558,0.492
1605054630.437227,1605054633.302903,2.852,1.621,0.456
1605054633.320702,1605054636.119976,2.793,1.594,0.495
1605054636.138338,1605054638.881978,2.738,1.531,0.531
1605054638.900427,1605054641.633549,2.727,1.571,0.500
1605054641.652437,1605054644.396630,2.738,1.578,0.483
1605054644.416022,1605054647.122977,2.701,1.552,0.516
1605054647.143277,1605054649.930936,2.782,1.583,0.492
1605054649.951082,1605054652.746855,2.790,1.581,0.517
1605054652.767276,1605054655.535339,2.762,1.596,0.486
1605054655.555931,1605054658.297714,2.736,1.600,0.472
1605054658.318661,1605054661.103926,2.779,1.563,0.510
1605054661.124895,1605054664.088571,2.957,1.563,0.510
1605054664.110400,1605054666.952581,2.836,1.568,0.537
1605054666.974801,1605054669.787693,2.806,1.596,0.477
1605054669.810575,1605054672.553757,2.737,1.609,0.466
1605054672.576108,1605054675.321256,2.739,1.606,0.449
1605054675.344063,1605054678.086908,2.737,1.569,0.507
1605054678.110352,1605054680.928323,2.812,1.633,0.498
1605054680.952221,1605054683.693987,2.736,1.622,0.455
1605054683.718039,1605054686.500478,2.777,1.543,0.513
1605054686.524821,1605054689.294556,2.764,1.591,0.489
1605054689.319211,1605054692.206446,2.881,1.603,0.491
1605054692.231362,1605054695.064871,2.827,1.566,0.514
1605054695.090378,1605054697.811996,2.716,1.542,0.523
1605054697.837888,1605054700.513559,2.670,1.597,0.458
1605054700.539733,1605054703.296480,2.751,1.595,0.472
1605054703.323048,1605054706.071838,2.743,1.581,0.499
1605054706.098379,1605054708.781489,2.677,1.560,0.491
1605054708.808816,1605054711.515239,2.701,1.581,0.477
1605054711.542706,1605054714.255567,2.707,1.544,0.535
1605054714.283557,1605054717.014398,2.725,1.617,0.452
1605054717.042589,1605054719.805891,2.757,1.556,0.512
1605054719.835376,1605054722.605229,2.764,1.620,0.452
1605054722.634148,1605054725.467314,2.827,1.615,0.463
1605054725.496566,1605054728.291047,2.788,1.605,0.480
1605054728.320848,1605054731.111765,2.785,1.549,0.548
1605054731.142042,1605054733.871893,2.724,1.586,0.501
1605054733.902424,1605054736.638432,2.730,1.577,0.480
1605054736.669265,1605054739.399670,2.725,1.563,0.500
1605054739.431091,1605054742.242762,2.806,1.561,0.507
1605054742.274829,1605054745.108317,2.828,1.554,0.510
1605054745.140447,1605054747.919249,2.773,1.545,0.506
1605054747.951552,1605054750.780278,2.823,1.532,0.544
1605054750.813209,1605054753.678439,2.859,1.569,0.511
1605054753.712082,1605054756.479039,2.761,1.560,0.522
1605054756.513011,1605054759.244142,2.725,1.512,0.539
1605054759.278426,1605054762.007264,2.723,1.521,0.532
1605054762.041432,1605054764.837386,2.790,1.610,0.466
1605054764.872011,1605054767.670618,2.793,1.591,0.493
1605054767.705616,1605054770.409675,2.698,1.581,0.473
1605054770.445277,1605054773.217242,2.766,1.536,0.523
1605054773.253500,1605054776.054506,2.795,1.590,0.472
1605054776.090724,1605054778.996241,2.886,1.569,0.526
1605054779.034229,1605054781.913382,2.873,1.631,0.477
1605054781.950790,1605054784.773600,2.817,1.637,0.457
1605054784.812036,1605054787.630516,2.812,1.514,0.558
1605054787.668957,1605054790.415230,2.740,1.589,0.467
1605054790.453875,1605054793.228734,2.769,1.577,0.490
1605054793.268307,1605054796.020303,2.746,1.632,0.447
1605054796.059249,1605054798.821437,2.757,1.593,0.494
1605054798.860778,1605054801.579076,2.713,1.546,0.514
1605054801.618726,1605054804.428828,2.804,1.573,0.508
1605054804.468792,1605054807.352946,2.879,1.535,0.572
1605054807.393638,1605054810.137031,2.738,1.557,0.500
1605054810.177666,1605054812.935605,2.752,1.560,0.499
1605054812.977140,1605054815.717078,2.735,1.623,0.444
1605054815.758824,1605054818.499346,2.735,1.547,0.522
1605054818.542122,1605054821.240557,2.693,1.531,0.544
1605054821.283500,1605054824.010194,2.721,1.560,0.501
1605054824.053551,1605054826.806601,2.747,1.560,0.511
1605054826.850241,1605054829.579895,2.724,1.569,0.504
1605054829.624160,1605054832.382545,2.753,1.635,0.453
1605054832.427117,1605054835.115433,2.683,1.528,0.523
1605054835.160315,1605054837.871349,2.706,1.528,0.522
1605054837.917316,1605054840.683665,2.761,1.539,0.511
1605054840.729601,1605054843.474849,2.740,1.561,0.511
1605054843.521813,1605054846.240255,2.712,1.596,0.487
1605054846.287698,1605054849.068394,2.775,1.575,0.513
1605054849.115837,1605054851.909991,2.788,1.530,0.556
1605054851.958205,1605054854.674782,2.711,1.592,0.478
1605054854.723754,1605054857.474147,2.745,1.584,0.493
1605054857.523463,1605054860.322927,2.794,1.573,0.502
1605054860.372373,1605054863.324777,2.849,1.557,0.515
1605054863.374793,1605054866.096908,2.717,1.530,0.530
1605054866.147667,1605054868.870444,2.717,1.516,0.554
1605054868.921826,1605054871.585645,2.658,1.573,0.503
1605054871.637557,1605054874.425852,2.782,1.605,0.472
1605054874.477675,1605054877.187480,2.704,1.583,0.486
1605054877.240134,1605054879.922088,2.676,1.540,0.512
1605054879.975141,1605054882.728240,2.748,1.581,0.497
