#Seconds from epoch.microseconds; Duration in miliseconds
Begin,End,Wallclock,User,Sys
1605566658.028662,1605566658.649244,0.618,0.467,0.061
1605566658.652678,1605566659.289300,0.634,0.466,0.063
1605566659.292835,1605566659.897430,0.602,0.491,0.040
1605566659.901134,1605566660.537317,0.634,0.497,0.040
1605566660.541168,1605566661.177364,0.634,0.480,0.052
1605566661.181328,1605566661.809328,0.626,0.503,0.043
1605566661.813420,1605566662.505384,0.690,0.504,0.044
1605566662.509632,1605566663.173402,0.662,0.457,0.087
1605566663.177761,1605566663.817262,0.637,0.510,0.029
1605566663.821698,1605566664.473318,0.649,0.476,0.057
1605566664.477866,1605566665.101252,0.621,0.473,0.060
1605566665.106037,1605566665.713248,0.605,0.493,0.035
1605566665.718093,1605566666.389330,0.669,0.479,0.040
1605566666.394338,1605566667.033395,0.637,0.499,0.036
1605566667.038547,1605566667.649338,0.609,0.474,0.053
1605566667.654616,1605566668.269358,0.613,0.485,0.056
1605566668.274828,1605566668.905341,0.628,0.469,0.059
1605566668.910889,1605566669.553363,0.640,0.502,0.024
1605566669.559067,1605566670.221330,0.660,0.471,0.065
1605566670.227193,1605566670.861275,0.632,0.487,0.044
1605566670.867264,1605566671.517364,0.648,0.481,0.052
1605566671.523480,1605566672.149343,0.624,0.480,0.052
1605566672.155639,1605566672.793284,0.635,0.490,0.040
1605566672.799751,1605566673.421322,0.619,0.462,0.066
1605566673.427918,1605566674.107920,0.678,0.480,0.049
1605566674.114728,1605566674.729240,0.612,0.465,0.065
1605566674.736292,1605566675.381338,0.643,0.484,0.048
1605566675.388398,1605566676.009363,0.619,0.492,0.040
1605566676.016677,1605566676.673329,0.654,0.492,0.040
1605566676.680757,1605566677.317298,0.634,0.470,0.064
1605566677.324884,1605566677.993269,0.666,0.459,0.072
1605566678.001003,1605566678.601284,0.598,0.486,0.044
1605566678.609172,1605566679.225380,0.614,0.456,0.076
1605566679.233581,1605566679.885398,0.650,0.464,0.064
1605566679.893787,1605566680.513399,0.617,0.481,0.050
1605566680.521955,1605566681.205329,0.681,0.495,0.048
1605566681.214037,1605566681.929372,0.713,0.502,0.037
1605566681.938311,1605566682.553426,0.613,0.507,0.033
1605566682.562550,1605566683.229314,0.664,0.514,0.028
1605566683.238500,1605566683.885286,0.645,0.473,0.061
1605566683.894716,1605566684.629296,0.732,0.454,0.082
1605566684.638932,1605566685.249235,0.608,0.489,0.044
1605566685.259047,1605566685.853364,0.592,0.467,0.064
1605566685.863442,1605566686.497335,0.632,0.475,0.060
1605566686.507594,1605566687.141445,0.632,0.511,0.032
1605566687.151891,1605566687.765388,0.611,0.477,0.064
1605566687.776088,1605566688.437331,0.659,0.499,0.049
1605566688.448237,1605566689.085376,0.635,0.460,0.072
1605566689.096504,1605566689.717392,0.619,0.484,0.048
1605566689.728754,1605566690.349308,0.618,0.486,0.056
1605566690.360821,1605566691.005306,0.642,0.503,0.040
1605566691.017329,1605566691.649412,0.630,0.448,0.095
1605566691.661551,1605566692.321419,0.658,0.486,0.049
1605566692.333766,1605566692.993372,0.657,0.499,0.044
1605566693.005937,1605566693.685365,0.677,0.499,0.048
1605566693.697993,1605566694.321397,0.621,0.504,0.029
1605566694.334290,1605566694.977361,0.641,0.472,0.071
1605566694.990327,1605566695.625395,0.633,0.484,0.061
1605566695.638634,1605566696.341537,0.701,0.475,0.068
1605566696.355029,1605566697.424934,1.068,0.457,0.086
1605566697.438684,1605566698.085363,0.644,0.494,0.040
1605566698.099308,1605566698.737323,0.636,0.497,0.040
1605566698.751842,1605566699.417413,0.663,0.481,0.061
1605566699.432318,1605566700.113539,0.679,0.482,0.056
1605566700.128320,1605566700.781329,0.651,0.472,0.067
1605566700.796402,1605566701.493363,0.695,0.495,0.049
1605566701.508577,1605566702.181340,0.670,0.486,0.056
1605566702.196770,1605566702.953347,0.754,0.479,0.060
1605566702.969149,1605566703.601350,0.630,0.503,0.040
1605566703.617333,1605566704.261302,0.642,0.462,0.067
1605566704.277565,1605566704.909290,0.629,0.511,0.024
1605566704.925770,1605566705.557360,0.629,0.478,0.056
1605566705.574081,1605566706.245264,0.669,0.482,0.052
1605566706.262233,1605566706.917396,0.653,0.485,0.048
1605566706.935036,1605566707.561302,0.624,0.498,0.032
1605566707.579084,1605566708.205238,0.624,0.468,0.065
1605566708.223325,1605566708.821321,0.596,0.462,0.068
1605566708.839445,1605566709.473360,0.632,0.487,0.052
1605566709.491823,1605566710.133395,0.639,0.502,0.040
1605566710.152143,1605566710.757385,0.603,0.468,0.064
1605566710.776470,1605566711.457452,0.679,0.501,0.045
1605566711.477052,1605566712.177404,0.698,0.504,0.040
1605566712.196996,1605566712.857305,0.658,0.488,0.049
1605566712.876922,1605566713.501278,0.622,0.487,0.036
1605566713.521269,1605566714.141320,0.618,0.472,0.056
1605566714.161434,1605566714.789316,0.626,0.469,0.051
1605566714.809906,1605566715.421376,0.609,0.472,0.064
1605566715.442354,1605566716.069368,0.625,0.474,0.057
1605566716.090676,1605566716.845384,0.752,0.510,0.036
1605566716.866981,1605566717.493367,0.624,0.483,0.064
1605566717.515245,1605566718.177336,0.660,0.499,0.044
1605566718.199593,1605566718.805438,0.603,0.449,0.087
1605566718.827938,1605566719.449342,0.619,0.483,0.052
1605566719.471952,1605566720.453432,0.979,0.476,0.057
1605566720.476458,1605566721.101319,0.623,0.471,0.072
1605566721.124937,1605566722.173313,1.046,0.481,0.057
1605566722.199184,1605566722.825448,0.624,0.473,0.061
1605566722.849514,1605566723.509339,0.657,0.484,0.049
1605566723.533727,1605566724.205353,0.669,0.491,0.054
1605566724.230350,1605566724.865379,0.633,0.478,0.057
1605566724.890572,1605566725.569279,0.676,0.487,0.052
1605566725.594617,1605566726.289271,0.692,0.496,0.037
1605566726.314941,1605566726.965344,0.648,0.501,0.033
1605566726.991613,1605566727.619110,0.625,0.478,0.060
1605566727.645510,1605566728.297348,0.650,0.478,0.056
1605566728.324155,1605566728.965353,0.639,0.482,0.055
1605566728.992533,1605566729.625333,0.631,0.458,0.075
1605566729.652621,1605566730.281295,0.626,0.497,0.037
1605566730.309013,1605566730.965296,0.654,0.462,0.075
1605566730.993389,1605566731.613297,0.618,0.478,0.056
1605566731.641807,1605566732.261345,0.617,0.490,0.032
1605566732.289985,1605566733.069322,0.777,0.460,0.063
1605566733.098459,1605566733.817297,0.717,0.486,0.049
1605566733.846612,1605566734.941394,1.093,0.486,0.049
1605566734.971503,1605566735.625274,0.651,0.468,0.068
1605566735.655462,1605566736.337381,0.680,0.474,0.064
1605566736.368350,1605566737.713405,1.343,0.482,0.056
1605566737.744307,1605566738.381264,0.635,0.475,0.064
1605566738.412296,1605566739.041251,0.627,0.475,0.052
1605566739.073063,1605566739.725369,0.650,0.478,0.056
1605566739.757676,1605566740.401212,0.641,0.487,0.042
1605566740.433409,1605566741.081272,0.646,0.482,0.052
1605566741.114012,1605566741.725248,0.609,0.469,0.065
1605566741.758238,1605566742.361248,0.601,0.492,0.040
1605566742.395011,1605566743.021278,0.624,0.459,0.070
1605566743.055080,1605566743.701283,0.644,0.462,0.066
1605566743.735004,1605566744.321228,0.584,0.458,0.062
1605566744.355064,1605566744.973272,0.616,0.486,0.045
1605566745.008215,1605566745.605252,0.595,0.484,0.051
1605566745.640292,1605566746.293343,0.651,0.497,0.028
1605566746.328766,1605566746.925422,0.594,0.479,0.060
1605566746.960975,1605566747.663744,0.700,0.502,0.036
1605566747.701523,1605566748.349289,0.645,0.506,0.040
1605566748.385588,1605566749.057319,0.669,0.499,0.036
1605566749.094111,1605566749.740086,0.644,0.502,0.028
1605566749.777158,1605566750.413314,0.634,0.473,0.048
1605566750.450773,1605566751.145304,0.692,0.484,0.053
1605566751.183061,1605566751.829336,0.644,0.486,0.045
1605566751.867711,1605566752.513368,0.643,0.490,0.048
1605566752.552198,1605566753.157262,0.603,0.463,0.072
1605566753.196322,1605566753.897346,0.699,0.466,0.069
1605566753.937320,1605566754.533295,0.594,0.464,0.072
1605566754.573444,1605566755.314946,0.739,0.484,0.062
1605566755.357593,1605566756.068864,0.709,0.512,0.031
1605566756.111697,1605566756.764831,0.651,0.486,0.059
1605566756.809524,1605566757.645371,0.834,0.498,0.039
1605566757.687857,1605566758.317328,0.627,0.489,0.052
1605566758.359945,1605566758.981321,0.619,0.478,0.060
1605566759.024046,1605566759.649303,0.623,0.482,0.056
1605566759.692421,1605566760.325375,0.631,0.510,0.036
1605566760.368995,1605566761.013411,0.642,0.505,0.036
1605566761.057790,1605566761.697404,0.637,0.488,0.056
1605566761.742016,1605566762.385484,0.641,0.474,0.057
1605566762.430673,1605566763.157335,0.724,0.497,0.044
1605566763.202710,1605566763.857366,0.652,0.489,0.052
1605566763.903042,1605566764.557392,0.652,0.480,0.067
1605566764.603775,1605566765.273327,0.667,0.465,0.079
